C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\center_2020_03_01_10_43_12_409.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\left_2020_03_01_10_43_12_409.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\right_2020_03_01_10_43_12_409.jpg, 0, 0, 0, 8.188808E-05
C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\center_2020_03_01_10_43_12_510.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\left_2020_03_01_10_43_12_510.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\right_2020_03_01_10_43_12_510.jpg, 0, 0, 0, 7.964732E-05
C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\center_2020_03_01_10_43_12_614.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\left_2020_03_01_10_43_12_614.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\right_2020_03_01_10_43_12_614.jpg, 0, 0, 0, 7.93577E-05
C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\center_2020_03_01_10_43_12_716.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\left_2020_03_01_10_43_12_716.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\right_2020_03_01_10_43_12_716.jpg, 0, 0, 0, 8.088657E-05
C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\center_2020_03_01_10_43_12_823.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\left_2020_03_01_10_43_12_823.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\right_2020_03_01_10_43_12_823.jpg, 0, 0, 0, 7.984327E-05
C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\center_2020_03_01_10_43_12_929.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\left_2020_03_01_10_43_12_929.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\right_2020_03_01_10_43_12_929.jpg, 0, 0, 0, 7.972663E-05
C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\center_2020_03_01_10_43_13_037.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\left_2020_03_01_10_43_13_037.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\right_2020_03_01_10_43_13_037.jpg, 0, 0, 0, 7.94775E-05
C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\center_2020_03_01_10_43_13_145.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\left_2020_03_01_10_43_13_145.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\right_2020_03_01_10_43_13_145.jpg, 0, 0, 0, 7.940872E-05
C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\center_2020_03_01_10_43_13_247.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\left_2020_03_01_10_43_13_247.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\right_2020_03_01_10_43_13_247.jpg, 0, 0, 0, 7.963341E-05
C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\center_2020_03_01_10_43_13_348.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\left_2020_03_01_10_43_13_348.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\right_2020_03_01_10_43_13_348.jpg, 0, 0, 0, 7.960751E-05
C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\center_2020_03_01_10_43_13_447.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\left_2020_03_01_10_43_13_447.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\right_2020_03_01_10_43_13_447.jpg, 0, 0, 0, 7.978749E-05
C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\center_2020_03_01_10_43_13_557.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\left_2020_03_01_10_43_13_557.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\right_2020_03_01_10_43_13_557.jpg, 0, 0, 0, 7.989492E-05
C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\center_2020_03_01_10_43_13_660.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\left_2020_03_01_10_43_13_660.jpg, C:\Users\tushar\Desktop\Capstone _project\Data_set\IMG\right_2020_03_01_10_43_13_660.jpg, 0, 0.1267731, 0, 0.0285571
